filename,fuel_type,expected,predicted,correct,cer
stele_71.jpg,price_92,56.93,66.5,0.0,0.6
stele_71.jpg,price_95,63.0,66.5,0.0,0.5
stele_71.jpg,price_98,68.73,66.5,0.0,0.6
stele_71.jpg,price_DT,71.6,66.5,0.0,0.75
stele_72.jpg,price_92,56.9,29.9,0.0,0.5
stele_72.jpg,price_95,60.9,29.9,0.0,0.5
stele_72.jpg,price_DT,69.5,29.9,0.0,0.5
stele_73.jpg,price_92,28.2,29.9,0.0,0.5
stele_73.jpg,price_95,29.9,29.9,1.0,0.0
stele_73.jpg,price_DT,25.9,29.9,0.0,0.25
stele_74.jpg,price_92,41.0,41.0,1.0,0.0
stele_74.jpg,price_95,43.6,41.0,0.0,0.5
stele_74.jpg,price_98,48.5,41.0,0.0,0.5
stele_74.jpg,price_DT,41.0,41.0,1.0,0.0
stele_75.jpg,price_92,23.54,25.55,0.0,0.4
stele_75.jpg,price_95,12.78,25.55,0.0,0.8
stele_75.jpg,price_98,23.78,25.55,0.0,0.6
stele_75.jpg,price_DT,65.56,25.55,0.0,0.4
stele_76.jpg,price_92,20.5,24.9,0.0,0.5
stele_76.jpg,price_95,22.0,24.9,0.0,0.5
stele_76.jpg,price_DT,17.52,24.9,0.0,0.8
stele_77.jpg,price_92,23.0,22.0,0.0,0.25
stele_77.jpg,price_95,24.0,22.0,0.0,0.25
stele_77.jpg,price_DT,24.0,22.0,0.0,0.25
stele_78.jpg,price_92,27.6,22.222222,0.0,1.75
stele_78.jpg,price_DT,33.0,22.222222,0.0,2.0
stele_79.jpg,price_92,27.1,23.0,0.0,0.5
stele_79.jpg,price_95,29.0,23.0,0.0,0.25
stele_79.jpg,price_98,32.0,23.0,0.0,0.5
stele_79.jpg,price_DT,28.3,23.0,0.0,0.5
stele_80.jpg,price_92,31.9,33.8,0.0,0.5
stele_80.jpg,price_95,34.8,33.8,0.0,0.25
stele_80.jpg,price_DT,34.9,33.8,0.0,0.5
stele_81.jpg,price_92,40.7,20.6,0.0,0.5
stele_81.jpg,price_95,44.3,20.6,0.0,0.75
stele_81.jpg,price_98,48.0,20.6,0.0,0.75
stele_81.jpg,price_DT,43.5,20.6,0.0,0.75
stele_82.jpg,price_92,21.0,26.5,0.0,0.5
stele_82.jpg,price_DT,16.0,26.5,0.0,0.5
stele_83.jpg,price_92,29.0,33.6,0.0,0.75
stele_83.jpg,price_95,32.6,33.6,0.0,0.25
stele_83.jpg,price_98,34.1,33.6,0.0,0.5
stele_83.jpg,price_DT,33.6,33.6,1.0,0.0
stele_84.jpg,price_92,27.5,23.5,0.0,0.25
stele_84.jpg,price_95,29.5,23.5,0.0,0.25
stele_84.jpg,price_DT,29.0,23.5,0.0,0.5
stele_85.jpg,price_92,25.9,27.0,0.0,0.5
stele_85.jpg,price_95,26.9,27.0,0.0,0.5
stele_85.jpg,price_98,27.7,27.0,0.0,0.25
stele_85.jpg,price_DT,24.5,27.0,0.0,0.5
stele_86.jpg,price_92,46.3,43.0,0.0,0.5
stele_86.jpg,price_95,49.9,43.0,0.0,0.5
stele_86.jpg,price_98,60.25,43.0,0.0,0.8
stele_86.jpg,price_DT,53.0,43.0,0.0,0.25
stele_87.jpg,price_92,40.4,27.0,0.0,0.75
stele_87.jpg,price_95,43.5,27.0,0.0,0.75
stele_87.jpg,price_DT,43.0,27.0,0.0,0.5
stele_88.jpg,price_92,39.5,43.9,0.0,0.75
stele_88.jpg,price_95,41.5,43.9,0.0,0.5
stele_88.jpg,price_DT,41.0,43.9,0.0,0.5
stele_89.jpg,price_92,32.25,33.9,0.0,0.6
stele_89.jpg,price_95,35.15,33.9,0.0,0.6
stele_89.jpg,price_98,39.25,33.9,0.0,0.6
stele_89.jpg,price_DT,33.9,33.9,1.0,0.0
stele_90.jpg,price_92,18.5,25.55,0.0,0.75
stele_90.jpg,price_95,20.3,25.55,0.0,0.75
stele_90.jpg,price_98,24.6,25.55,0.0,0.75
stele_90.jpg,price_DT,19.4,25.55,0.0,1.0
stele_91.jpg,price_92,19.99,60.5,0.0,0.8
stele_91.jpg,price_95,20.99,60.5,0.0,0.6
stele_92.jpg,price_92,43.65,45.55,0.0,0.4
stele_92.jpg,price_95,46.85,45.55,0.0,0.4
stele_92.jpg,price_DT,45.0,45.55,0.0,0.5
stele_93.jpg,price_92,40.7,29.0,0.0,0.75
stele_93.jpg,price_95,43.5,29.0,0.0,0.75
stele_93.jpg,price_DT,50.0,29.0,0.0,0.5
stele_94.jpg,price_92,32.8,63.0,0.0,0.75
stele_94.jpg,price_95,35.0,63.0,0.0,0.5
stele_94.jpg,price_DT,33.75,63.0,0.0,0.6
stele_95.jpg,price_92,49.03,23.0,0.0,0.6
stele_95.jpg,price_95,53.75,23.0,0.0,0.6
stele_95.jpg,price_DT,60.92,23.0,0.0,0.8
stele_96.jpg,price_92,17.6,44.0,0.0,0.75
stele_96.jpg,price_95,20.5,44.0,0.0,0.75
stele_96.jpg,price_DT,19.1,44.0,0.0,0.75
stele_97.jpg,price_92,23.54,63.7,0.0,0.6
stele_97.jpg,price_95,12.78,63.7,0.0,0.6
stele_97.jpg,price_98,23.78,63.7,0.0,0.4
stele_97.jpg,price_DT,65.56,63.7,0.0,0.6
stele_98.jpg,price_92,33.0,33.55,0.0,0.5
stele_98.jpg,price_95,35.7,33.55,0.0,0.75
stele_98.jpg,price_DT,32.5,33.55,0.0,0.5
stele_99.jpg,price_92,51.0,60.5,0.0,0.75
stele_99.jpg,price_95,54.0,60.5,0.0,0.75
stele_99.jpg,price_DT,67.0,60.5,0.0,0.5
stele_100.jpg,price_92,40.0,33.8,0.0,0.75
stele_100.jpg,price_95,42.6,33.8,0.0,0.75
stele_100.jpg,price_DT,40.0,33.8,0.0,0.75
stele_101.jpg,price_92,33.6,34.9,0.0,0.5
stele_101.jpg,price_95,36.9,34.9,0.0,0.25
stele_101.jpg,price_DT,34.5,34.9,0.0,0.25
stele_102.jpg,price_92,26.35,33.8,0.0,0.8
stele_102.jpg,price_95,27.75,33.8,0.0,0.8
stele_102.jpg,price_DT,24.95,33.8,0.0,0.8
stele_103.jpg,price_92,28.2,22.9,0.0,0.5
stele_103.jpg,price_95,29.9,22.9,0.0,0.25
stele_103.jpg,price_DT,25.9,22.9,0.0,0.25
stele_104.jpg,price_92,47.6,34.8,0.0,0.75
stele_104.jpg,price_95,52.4,34.8,0.0,0.75
stele_104.jpg,price_DT,54.0,34.8,0.0,0.5
stele_105.jpg,price_92,27.6,33.4,0.0,0.75
stele_105.jpg,price_DT,33.0,33.4,0.0,0.25
stele_106.jpg,price_92,52.2,33.8,0.0,0.75
stele_106.jpg,price_95,56.2,33.8,0.0,0.75
stele_106.jpg,price_DT,63.0,33.8,0.0,0.5
stele_107.jpg,price_92,29.8,33.7,0.0,0.75
