filename,fuel_type,expected,predicted,correct,cer
stele_71.jpg,price_92,56.93,48A,0.0,1.0
stele_71.jpg,price_95,63.0,48A,0.0,1.0
stele_71.jpg,price_98,68.73,48A,0.0,0.8
stele_71.jpg,price_DT,71.6,48A,0.0,1.0
stele_72.jpg,price_92,56.9,SIRKI,0.0,1.25
stele_72.jpg,price_95,60.9,SIRKI,0.0,1.25
stele_72.jpg,price_DT,69.5,SIRKI,0.0,1.25
stele_73.jpg,price_92,28.2,-,0.0,1.0
stele_73.jpg,price_95,29.9,-,0.0,1.0
stele_73.jpg,price_DT,25.9,-,0.0,1.0
stele_74.jpg,price_92,41.0,٠٠,0.0,1.0
stele_74.jpg,price_95,43.6,٠٠,0.0,1.0
stele_74.jpg,price_98,48.5,٠٠,0.0,1.0
stele_74.jpg,price_DT,41.0,٠٠,0.0,1.0
stele_75.jpg,price_92,23.54,OMETA98 23.1895.64.8995 12.1892,0.0,5.2
stele_75.jpg,price_95,12.78,OMETA98 23.1895.64.8995 12.1892,0.0,5.4
stele_75.jpg,price_98,23.78,OMETA98 23.1895.64.8995 12.1892,0.0,5.4
stele_75.jpg,price_DT,65.56,OMETA98 23.1895.64.8995 12.1892,0.0,5.6
stele_76.jpg,price_92,20.5,Excellent95 22:0092 20:50An 18.65An 1.,0.0,8.5
stele_76.jpg,price_95,22.0,Excellent95 22:0092 20:50An 18.65An 1.,0.0,8.75
stele_76.jpg,price_DT,17.52,Excellent95 22:0092 20:50An 18.65An 1.,0.0,7.0
stele_77.jpg,price_92,23.0,-,0.0,1.0
stele_77.jpg,price_95,24.0,-,0.0,1.0
stele_77.jpg,price_DT,24.0,-,0.0,1.0
stele_78.jpg,price_92,27.6,S.PIRI,0.0,1.5
stele_78.jpg,price_DT,33.0,S.PIRI,0.0,1.5
stele_79.jpg,price_92,27.1,ГАЗРИЕСОТЬЗ2.0029.90,0.0,4.5
stele_79.jpg,price_95,29.0,ГАЗРИЕСОТЬЗ2.0029.90,0.0,4.0
stele_79.jpg,price_98,32.0,ГАЗРИЕСОТЬЗ2.0029.90,0.0,4.25
stele_79.jpg,price_DT,28.3,ГАЗРИЕСОТЬЗ2.0029.90,0.0,4.5
stele_80.jpg,price_92,31.9,8:003:803:903:30,0.0,3.5
stele_80.jpg,price_95,34.8,8:003:803:903:30,0.0,3.75
stele_80.jpg,price_DT,34.9,8:003:803:903:30,0.0,3.5
stele_81.jpg,price_92,40.7,COAKA,0.0,1.25
stele_81.jpg,price_95,44.3,COAKA,0.0,1.25
stele_81.jpg,price_98,48.0,COAKA,0.0,1.25
stele_81.jpg,price_DT,43.5,COAKA,0.0,1.25
stele_82.jpg,price_92,21.0,Nikon9592 1.0080 1.80,0.0,4.25
stele_82.jpg,price_DT,16.0,Nikon9592 1.0080 1.80,0.0,4.5
stele_83.jpg,price_92,29.0,EALWHEOTbATUM₹29.5034.10,0.0,5.0
stele_83.jpg,price_95,32.6,EALWHEOTbATUM₹29.5034.10,0.0,5.5
stele_83.jpg,price_98,34.1,EALWHEOTbATUM₹29.5034.10,1.0,5.0
stele_83.jpg,price_DT,33.6,EALWHEOTbATUM₹29.5034.10,0.0,5.5
stele_84.jpg,price_92,27.5,КУЖОЛИ,0.0,1.5
stele_84.jpg,price_95,29.5,КУЖОЛИ,0.0,1.5
stele_84.jpg,price_DT,29.0,КУЖОЛИ,0.0,1.5
stele_85.jpg,price_92,25.9,TAXIOILESO Quality88.48B98.21.70,0.0,7.5
stele_85.jpg,price_95,26.9,TAXIOILESO Quality88.48B98.21.70,0.0,7.5
stele_85.jpg,price_98,27.7,TAXIOILESO Quality88.48B98.21.70,0.0,7.25
stele_85.jpg,price_DT,24.5,TAXIOILESO Quality88.48B98.21.70,0.0,7.5
stele_86.jpg,price_92,46.3,3.3.5.0.0,0.0,2.0
stele_86.jpg,price_95,49.9,3.3.5.0.0,0.0,2.0
stele_86.jpg,price_98,60.25,3.3.5.0.0,0.0,1.6
stele_86.jpg,price_DT,53.0,3.3.5.0.0,0.0,1.5
stele_87.jpg,price_92,40.4,МБКПЛОС9240.40,1.0,2.5
stele_87.jpg,price_95,43.5,МБКПЛОС9240.40,0.0,3.0
stele_87.jpg,price_DT,43.0,МБКПЛОС9240.40,0.0,2.75
stele_88.jpg,price_92,39.5,СИБССиЛИ95 41.6092 39.50,1.0,5.0
stele_88.jpg,price_95,41.5,СИБССиЛИ95 41.6092 39.50,0.0,5.0
stele_88.jpg,price_DT,41.0,СИБССиЛИ95 41.6092 39.50,0.0,5.0
stele_89.jpg,price_92,32.25,ГАЗОРИЕТЬGDRNEМ39.29,0.0,3.4
stele_89.jpg,price_95,35.15,ГАЗОРИЕТЬGDRNEМ39.29,0.0,3.6
stele_89.jpg,price_98,39.25,ГАЗОРИЕТЬGDRNEМ39.29,0.0,3.2
stele_89.jpg,price_DT,33.9,ГАЗОРИЕТЬGDRNEМ39.29,0.0,4.25
stele_90.jpg,price_92,18.5,msIPOM,0.0,1.5
stele_90.jpg,price_95,20.3,msIPOM,0.0,1.5
stele_90.jpg,price_98,24.6,msIPOM,0.0,1.5
stele_90.jpg,price_DT,19.4,msIPOM,0.0,1.5
stele_91.jpg,price_92,19.99,١٠٢٠ ٠٠ ا٠ج٠ ب٠م٠و٠ م٠ر٠د٠ا٤٠ و٠ن,0.0,6.6
stele_91.jpg,price_95,20.99,١٠٢٠ ٠٠ ا٠ج٠ ب٠م٠و٠ م٠ر٠د٠ا٤٠ و٠ن,0.0,6.6
stele_92.jpg,price_92,43.65,POWEBLAP YH,0.0,2.2
stele_92.jpg,price_95,46.85,POWEBLAP YH,0.0,2.2
stele_92.jpg,price_DT,45.0,POWEBLAP YH,0.0,2.75
stele_93.jpg,price_92,40.7,ИУКОЛИEpoSKTO 100,0.0,4.25
stele_93.jpg,price_95,43.5,ИУКОЛИEpoSKTO 100,0.0,4.25
stele_93.jpg,price_DT,50.0,ИУКОЛИEpoSKTO 100,0.0,4.0
stele_94.jpg,price_92,32.8,F3>,0.0,1.0
stele_94.jpg,price_95,35.0,F3>,0.0,1.0
stele_94.jpg,price_DT,33.75,F3>,0.0,0.8
stele_95.jpg,price_92,49.03,LKAYKORIA,0.0,1.8
stele_95.jpg,price_95,53.75,LKAYKORIA,0.0,1.8
stele_95.jpg,price_DT,60.92,LKAYKORIA,0.0,1.8
stele_96.jpg,price_92,17.6,福米山系展籱属类籕象豪豆豊豞豂豕,0.0,4.0
stele_96.jpg,price_95,20.5,福米山系展籱属类籕象豪豆豊豞豂豕,0.0,4.0
stele_96.jpg,price_DT,19.1,福米山系展籱属类籕象豪豆豊豞豂豕,0.0,4.0
stele_97.jpg,price_92,23.54,OMETA,0.0,1.0
stele_97.jpg,price_95,12.78,OMETA,0.0,1.0
stele_97.jpg,price_98,23.78,OMETA,0.0,1.0
stele_97.jpg,price_DT,65.56,OMETA,0.0,1.0
stele_98.jpg,price_92,33.0,СИТЕМЫ95 95.1072.3300m:3250,0.0,6.0
stele_98.jpg,price_95,35.7,СИТЕМЫ95 95.1072.3300m:3250,0.0,6.0
stele_98.jpg,price_DT,32.5,СИТЕМЫ95 95.1072.3300m:3250,0.0,6.0
stele_99.jpg,price_92,51.0,中国限公司,0.0,1.25
stele_99.jpg,price_95,54.0,中国限公司,0.0,1.25
stele_99.jpg,price_DT,67.0,中国限公司,0.0,1.25
stele_100.jpg,price_92,40.0,٠٠,0.0,1.0
stele_100.jpg,price_95,42.6,٠٠,0.0,1.0
stele_100.jpg,price_DT,40.0,٠٠,0.0,1.0
stele_101.jpg,price_92,33.6,www.rekama-rt16.ruAuKapbARATAP,0.0,7.0
stele_101.jpg,price_95,36.9,www.rekama-rt16.ruAuKapbARATAP,0.0,7.0
stele_101.jpg,price_DT,34.5,www.rekama-rt16.ruAuKapbARATAP,0.0,7.25
stele_102.jpg,price_92,26.35,LKAAMKAPA9S21.1592.00.00,0.0,4.2
stele_102.jpg,price_95,27.75,LKAAMKAPA9S21.1592.00.00,0.0,4.2
stele_102.jpg,price_DT,24.95,LKAAMKAPA9S21.1592.00.00,0.0,4.2
stele_103.jpg,price_92,28.2,АВС95 29.9092 28.2080 26.20,1.0,5.75
stele_103.jpg,price_95,29.9,АВС95 29.9092 28.2080 26.20,1.0,5.75
stele_103.jpg,price_DT,25.9,АВС95 29.9092 28.2080 26.20,0.0,6.0
stele_104.jpg,price_92,47.6,WWW.ESUSY.,0.0,2.25
stele_104.jpg,price_95,52.4,WWW.ESUSY.,0.0,2.25
stele_104.jpg,price_DT,54.0,WWW.ESUSY.,0.0,2.25
stele_105.jpg,price_92,27.6,MTK27.609226.0080,1.0,3.25
stele_105.jpg,price_DT,33.0,MTK27.609226.0080,0.0,3.75
stele_106.jpg,price_92,52.2,٠١٠ ٠٠,0.0,1.5
stele_106.jpg,price_95,56.2,٠١٠ ٠٠,0.0,1.5
stele_106.jpg,price_DT,63.0,٠١٠ ٠٠,0.0,1.5
stele_107.jpg,price_92,29.8,КОСТО,0.0,1.25
stele_107.jpg,price_95,32.75,КОСТО,0.0,1.0
stele_107.jpg,price_98,33.25,КОСТО,0.0,1.0
stele_107.jpg,price_DT,33.4,КОСТО,0.0,1.25
stele_108.jpg,price_92,37.9,١٠٢٠ ٠٠,0.0,1.75
