filename,fuel_type,expected,predicted,correct,cer
stele_71.jpg,price_92,56.93,TAX,0.0,1.0
stele_71.jpg,price_95,63.0,TAX,0.0,1.0
stele_71.jpg,price_98,68.73,TAX,0.0,1.0
stele_71.jpg,price_DT,71.6,TAX,0.0,1.0
stele_72.jpg,price_92,56.9,1,0.0,1.0
stele_72.jpg,price_95,60.9,1,0.0,1.0
stele_72.jpg,price_DT,69.5,1,0.0,1.0
stele_73.jpg,price_92,28.2,%,0.0,1.0
stele_73.jpg,price_95,29.9,%,0.0,1.0
stele_73.jpg,price_DT,25.9,%,0.0,1.0
stele_74.jpg,price_92,41.0,TAX,0.0,1.0
stele_74.jpg,price_95,43.6,TAX,0.0,1.0
stele_74.jpg,price_98,48.5,TAX,0.0,1.0
stele_74.jpg,price_DT,41.0,TAX,0.0,1.0
stele_75.jpg,price_92,23.54,DATE,0.0,1.0
stele_75.jpg,price_95,12.78,DATE,0.0,1.0
stele_75.jpg,price_98,23.78,DATE,0.0,1.0
stele_75.jpg,price_DT,65.56,DATE,0.0,1.0
stele_76.jpg,price_92,20.5,TAX,0.0,1.0
stele_76.jpg,price_95,22.0,TAX,0.0,1.0
stele_76.jpg,price_DT,17.52,TAX,0.0,1.0
stele_77.jpg,price_92,23.0,1,0.0,1.0
stele_77.jpg,price_95,24.0,1,0.0,1.0
stele_77.jpg,price_DT,24.0,1,0.0,1.0
stele_78.jpg,price_92,27.6,1,0.0,1.0
stele_78.jpg,price_DT,33.0,1,0.0,1.0
stele_79.jpg,price_92,27.1,1,0.0,0.75
stele_79.jpg,price_95,29.0,1,0.0,1.0
stele_79.jpg,price_98,32.0,1,0.0,1.0
stele_79.jpg,price_DT,28.3,1,0.0,1.0
stele_80.jpg,price_92,31.9,1,0.0,0.75
stele_80.jpg,price_95,34.8,1,0.0,1.0
stele_80.jpg,price_DT,34.9,1,0.0,1.0
stele_81.jpg,price_92,40.7,:,0.0,1.0
stele_81.jpg,price_95,44.3,:,0.0,1.0
stele_81.jpg,price_98,48.0,:,0.0,1.0
stele_81.jpg,price_DT,43.5,:,0.0,1.0
stele_82.jpg,price_92,21.0,1,0.0,0.75
stele_82.jpg,price_DT,16.0,1,0.0,0.75
stele_83.jpg,price_92,29.0,:,0.0,1.0
stele_83.jpg,price_95,32.6,:,0.0,1.0
stele_83.jpg,price_98,34.1,:,0.0,1.0
stele_83.jpg,price_DT,33.6,:,0.0,1.0
stele_84.jpg,price_92,27.5,1,0.0,1.0
stele_84.jpg,price_95,29.5,1,0.0,1.0
stele_84.jpg,price_DT,29.0,1,0.0,1.0
stele_85.jpg,price_92,25.9,1,0.0,1.0
stele_85.jpg,price_95,26.9,1,0.0,1.0
stele_85.jpg,price_98,27.7,1,0.0,1.0
stele_85.jpg,price_DT,24.5,1,0.0,1.0
stele_86.jpg,price_92,46.3,TAX,0.0,1.0
stele_86.jpg,price_95,49.9,TAX,0.0,1.0
